Airport Code,Page Rank
GA7,0.03975749814779961
CEU,0.03975749814779961
UDD,0.03958821911114279
STP,0.03956188961768406
FWS,0.03956188961768406
SFF,0.03937181077346387
GA5,0.03927557102596759
HIO,0.03920037867340845
GSH,0.03867991818919876
BRY,0.03867991818919876
MAZ,0.038561831366067126
IRK,0.03853805782058106
DUA,0.03832585135887017
N2C,0.03832585135887017
ARA,0.03823912866276336
UBF,0.03802106054314187
EFK,0.03630943016485013
FL8,0.03578106001621337
ENW,0.035354466933407255
PSF,0.035354466933407255
CXO,0.035354466933407255
GUF,0.03519723436292981
GLR,0.035174798260888124
MRC,0.033568654510573066
MI2,0.033568654510573066
GUP,0.0332029017819409
TDF,0.03033230306023623
SEF,0.0248488525969914
